what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unhandled event loop exception",1410153925182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410153930201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410153933536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410153941113
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410153941867
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410153945498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410153954780
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410153955997
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1410153960212
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410153965063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410153969244
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1410153969778
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410153984889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410154026242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410154034021
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1410154034031
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154096432
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1410154104934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410154120038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410154121284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410154122324
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154127620
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154130241
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410154156743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410154171088
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410154178238
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410154189695
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154205330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410154223915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410154229737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410154252053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410154288571
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154319738
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154319738
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154321558
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154321558
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154322988
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154322988
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1410154324059
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410154324099
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410154325035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410154328252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410155818435
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410155825947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410155827975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410155834063
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410155834131
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410155834175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410155850880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156000535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156047165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156123033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156260749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156266770
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156276956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156278520
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156283657
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156296248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156307488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156324494
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156358911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156360984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156362185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156369347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156375506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156417245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156419409
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156458725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156472554
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156473719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156475965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156483557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156485023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156490862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156499139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156501345
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156502923
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410156506211
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410156506321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156520706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156527734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156535199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410156537961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156546879
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156547893
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156549109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156552457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410156564368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410156566752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156575047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156605973
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156619093
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410156620054
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410156626068
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410156652244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156657885
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156658951
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410156734929
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410156775058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156777444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156778730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410156862245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157026175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157093404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157111829
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157136019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410157193046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410157194892
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157196372
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410157205045
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410157207063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157208375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157209361
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157219928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157291552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157301864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157305806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410157310176
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410157311168
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157318259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157328034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157338912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157343589
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157346886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157348400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157349040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157352115
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157365626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157370375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157376779
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157380449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157397257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157407186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157411115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157411442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157423616
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157433982
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157449116
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157460862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410157471325
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410157478029
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410157496019
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410157496673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157499248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157584399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410157585406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158021102
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410158023135
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410158023690
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410158027513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158029704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158034925
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410158034985
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410158035023
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158044503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158047767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158050584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158051463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158052138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158194636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158316937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158321589
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158337818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158345003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410158347168
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1410158419924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410158433225
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1410158472633
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410158492966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158520894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158533889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158539425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158540807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158540858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158541958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410158566273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410158591632
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410158648547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410158705063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410158710502
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1410158778757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410158861532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159201213
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159206537
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159207699
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159208431
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159208993
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159209736
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159210460
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159211135
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159211958
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159212560
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159212961
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159213507
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159214227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159249831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159261436
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1410159266182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410159269109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159312370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159313627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159313698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159314481
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1410159332202
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410159335321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410159340184
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159347662
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159348863
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410159352552
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159352662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410159392533
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410159402267
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159421218
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410159422050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410159422610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410161701506
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410161703475
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410161705847
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410161709676
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410161710074
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410161714357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410161719236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162100168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162102331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162115889
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1410162127525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1410162130348
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410162131858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410162132185
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1410162135788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162135794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410162136773
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410162138296
