what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150096445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150097878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150104640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150105877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150111006
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150112914
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150134054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150139405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410150170600
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410150183159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150198156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150201442
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1410150204950
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1410150205076
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1410150205150
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410150206283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150486366
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150487572
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1410150553671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150581571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150587290
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410150587348
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150588303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150598497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150613440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150615645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150617159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150617217
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150618261
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410150622854
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150623181
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410150623244
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150626363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150628712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150631542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410150640040
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410150669070
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1410150680256
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150681330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410150684698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410150698250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410150699729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150701906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150703220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150709344
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150738116
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150738228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150738284
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1410150738285
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1410150862101
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410150864527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150872932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410150882388
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150882464
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150882517
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150884263
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150905170
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150906166
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410150907611
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1410150967728
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410151121433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410151122557
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410151123727
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410151128108
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410151131157
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410151134925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410151304087
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410151327285
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1410151330491
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410151332251
